species,spp10,spp2,dir_species,image,subset
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,57ee5d68-e1c0-41a9-bbe3-f40d95a0127d.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,58f66079-dca0-47ef-be57-4db1377201e3.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,63213b49-6b99-4acd-b82d-8ae619def3ce.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,63be340e-b210-43b5-938c-eaca039d9335.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,64fcd010-d433-4a51-8477-5c5744df85d2.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,6d3f5172-8bd4-45fb-8726-112bea022b6d.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,716e4135-3a73-4306-ac86-99bfd0a96a54.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,7472a7de-d984-47dc-b6ac-c0f8566fb4a4.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,78ab07c9-b52e-4c97-be2e-ba340c61e5b3.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,7a6e5ff6-e0a9-41e0-8f29-4b97d01431b9.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,7fa8732c-eee0-4b32-babf-182036fa74d6.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,85b09b33-3013-4ecb-be27-deccb771d1cd.jpg,train
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,914b1d3d-216e-4740-9e59-2c90640fb415.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,91762fb8-48f0-4316-bfb4-d43bb0e00a65.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,adf89de3-8bf8-44f1-979d-a35047e3cf73.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,af617665-4e24-4024-a90d-191ead7ddc48.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,b0bc46e4-8199-4f6b-b0c3-09bfb8c1be65.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,b2101185-d77a-432c-8b69-77d6086110bc.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,b4cd9764-4300-4e2c-90b0-ead2c7f0b49f.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,bdb29846-c46f-40d7-b49c-b729cde69df0.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,c2b17f71-1c39-4ade-90d8-b0d6286bd0f0.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,c6494db6-bcac-4e5d-bfaa-c98a99489d87.jpg,validation
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,c98d2a52-523e-43e8-a7b4-c8d57e5dd16f.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,d0d5fd03-eb23-4c6b-b8e7-e0e8cab24aaf.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,d5964a91-bda5-4642-b2bf-2f7744a22601.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,db5ba447-03d8-466c-94d6-2cba542d2224.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,dc82dd96-1f5f-4b8f-9414-4a0e3854e1c6.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,ddd2e627-efdf-4407-a942-2a638ad1806e.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,f037cfe6-a74b-4991-b21d-767d518e3bf0.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,f0e55c81-5ee6-4317-9d00-bf36eb5d66be.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,f20ebeb2-aafd-4f18-a13f-6664d920984d.jpg,test
01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/01079_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_jucunda,fb8522ae-6cec-4250-be3d-7f4bb1a2a60c.jpg,test
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,0293fb91-80c0-4019-b959-91cc786c8111.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,05f0cf4e-1bcf-4886-a3c8-8fb2fd9056f3.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,0a3b78bb-8122-4521-8a08-84e989dba06c.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,0c893387-bb36-4de5-8b46-f740974a2ee6.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,121e9c04-e09b-4038-9bdc-113fd198bce4.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,181717a0-5b7a-4c90-b64f-6e57efdd929b.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,20ee7404-476b-439a-bbbf-36f0a5729a50.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,2226bd6a-3e9c-42a7-8bb4-d4f5865a4ffe.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,27aea8f8-aa04-44ae-8646-fbc0399e9fef.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,35a720ac-ebb6-4f0d-90c1-9767678548bf.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,38611221-50d8-4545-a28c-d5cba5acd1f0.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,481f54e7-5f7d-45ae-a0f7-443d862b9a6a.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,4945610f-df44-443e-b177-04146f59c73d.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,4ecd6ad2-7dbf-44b3-9bd6-9f056d7401a0.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,58f07e32-fcf8-4233-8c2b-d001d4b4a026.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,5d46876d-0357-4f36-bbcf-6960019ff97e.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,5fb985f9-7aa8-461c-a2bf-36fb85a97de4.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,60d8e22d-83d4-47ce-8895-60c8a8afbb6b.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,636bee52-b642-447c-86b2-55184f331ae1.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,6fd28b7a-3891-455a-ba01-4f617cfd1763.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,76fb7861-a161-44fb-9193-1da7f9a79fe0.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,8043af82-19f8-4f3e-abad-1c2b47e4863f.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,8bccffa2-86c8-48b5-942c-08660826f655.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,8f86ec37-1a6f-4de6-be12-e7b4f14dba0b.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,903df1ec-14ce-454b-9c02-a2ee88a69ab6.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,93a59aec-7b02-4ba2-9c26-e63cc4d7a19a.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,9a97490d-8500-4114-9f7a-6d6cc5bbe583.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,9d7e368b-4dae-43e2-a768-db1d3852e9db.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,a1f70aa8-07c7-49f1-8474-fdca66e37bb6.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,ab318c54-1b7c-4acc-be33-326f4d613a32.jpg,train
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,abe41034-e113-4411-90e9-f99253dc4290.jpg,validation
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,afb78432-4f18-40ad-b89b-1a889803897d.jpg,validation
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,b4c7d092-383c-45c5-a2cd-f3cfb07ab9d9.jpg,validation
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,b5a03859-74a1-4d67-a609-85dcd8b23e16.jpg,validation
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,b69e35d3-cbb8-4402-9fbd-be692d7a2440.jpg,validation
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,b74550df-ce52-48a5-adf9-fa0ceb13263e.jpg,validation
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,b9e5421a-f02a-40b4-bac5-de9bf68bfaea.jpg,validation
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,bebe2fc6-37a9-4373-b7a0-aef92f16cb60.jpg,validation
03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/03667_Animalia_Chordata_Aves_Gruiformes_Rallidae_Porphyrio_poliocephalus,bf91d3a3-61a1-4296-9c60-875b33c4ad21.jpg,validation
